x,y,u
0.444444,0.020202,0.00642488
0.454545,0.020202,0.00649125
0.464646,0.020202,0.00654488
0.474747,0.020202,0.00658545
0.484848,0.020202,0.00661271
0.494949,0.020202,0.00662649
0.505051,0.020202,0.00662672
0.515152,0.020202,0.00661338
0.525253,0.020202,0.00658656
0.535354,0.020202,0.00654643
0.545455,0.020202,0.00649321
0.555556,0.020202,0.00642723
0.565657,0.020202,0.00634889
0.575758,0.020202,0.00625864
0.585859,0.020202,0.00615701
0.59596,0.020202,0.0060446
0.606061,0.020202,0.00592203
0.616162,0.020202,0.00579001
0.626263,0.020202,0.00564926
0.636364,0.020202,0.00550054
0.646465,0.020202,0.00534464
0.656566,0.020202,0.00518237
0.666667,0.020202,0.00501456
0.676768,0.020202,0.00484201
0.686869,0.020202,0.00466556
0.69697,0.020202,0.004486
0.707071,0.020202,0.00430414
0.717172,0.020202,0.00412074
0.727273,0.020202,0.00393653
0.737374,0.020202,0.00375222
0.747475,0.020202,0.00356846
0.757576,0.020202,0.00338588
0.767677,0.020202,0.00320504
0.777778,0.020202,0.00302645
0.787879,0.020202,0.00285058
0.79798,0.020202,0.00267783
0.808081,0.020202,0.00250854
0.818182,0.020202,0.002343
0.828283,0.020202,0.00218144
0.838384,0.020202,0.00202401
0.848485,0.020202,0.00187083
0.858586,0.020202,0.00172194
0.868687,0.020202,0.00157734
0.878788,0.020202,0.00143697
0.888889,0.020202,0.00130072
0.89899,0.020202,0.00116842
0.909091,0.020202,0.00103987
0.919192,0.020202,0.000914825
0.929293,0.020202,0.000792992
0.939394,0.020202,0.000674054
0.949495,0.020202,0.000557659
0.959596,0.020202,0.00044343
0.969697,0.020202,0.000330968
0.979798,0.020202,0.00021986
0.989899,0.020202,0.00010968
1,0.020202,0
0,0.030303,0
0.010101,0.030303,0.000165614
0.020202,0.030303,0.00033184
0.030303,0.030303,0.000499355
0.040404,0.030303,0.000668817
0.0505051,0.030303,0.000840865
0.0606061,0.030303,0.00101611
0.0707071,0.030303,0.00119511
0.0808081,0.030303,0.00137842
0.0909091,0.030303,0.00156652
0.10101,0.030303,0.00175983
0.111111,0.030303,0.00195875
0.121212,0.030303,0.00216357
0.131313,0.030303,0.00237456
0.141414,0.030303,0.00259187
0.151515,0.030303,0.0028156
0.161616,0.030303,0.00304576
0.171717,0.030303,0.0032823
0.181818,0.030303,0.00352504
0.191919,0.030303,0.00377375
0.20202,0.030303,0.00402809
0.212121,0.030303,0.00428764
0.222222,0.030303,0.00455189
0.232323,0.030303,0.00482022
0.242424,0.030303,0.00509197
0.252525,0.030303,0.00536635
0.262626,0.030303,0.00564253
0.272727,0.030303,0.00591957
0.282828,0.030303,0.00619649
0.292929,0.030303,0.00647225
0.30303,0.030303,0.00674572
0.313131,0.030303,0.00701578
0.323232,0.030303,0.00728121
0.333333,0.030303,0.00754083
0.343434,0.030303,0.00779339
0.353535,0.030303,0.00803765
0.363636,0.030303,0.00827239
0.373737,0.030303,0.0084964
0.383838,0.030303,0.00870847
0.393939,0.030303,0.00890747
0.40404,0.030303,0.00909229
0.414141,0.030303,0.00926189
0.424242,0.030303,0.00941531
0.434343,0.030303,0.00955166
0.444444,0.030303,0.00967012
0.454545,0.030303,0.00977002
0.464646,0.030303,0.00985074
0.474747,0.030303,0.00991179
0.484848,0.030303,0.00995282
0.494949,0.030303,0.00997357
0.505051,0.030303,0.00997391
0.515152,0.030303,0.00995384
0.525253,0.030303,0.00991347
0.535354,0.030303,0.00985306
0.545455,0.030303,0.00977296
0.555556,0.030303,0.00967366
0.565657,0.030303,0.00955574
0.575758,0.030303,0.0094199
0.585859,0.030303,0.00926694
0.59596,0.030303,0.00909774
0.606061,0.030303,0.00891326
0.616162,0.030303,0.00871455
0.626263,0.030303,0.0085027
0.636364,0.030303,0.00827886
0.646465,0.030303,0.00804422
0.656566,0.030303,0.00779999
0.666667,0.030303,0.0075474
0.676768,0.030303,0.0072877
0.686869,0.030303,0.00702212
0.69697,0.030303,0.00675188
0.707071,0.030303,0.00647816
0.717172,0.030303,0.00620211
0.727273,0.030303,0.00592486
0.737374,0.030303,0.00564745
0.747475,0.030303,0.00537089
0.757576,0.030303,0.00509608
0.767677,0.030303,0.0048239
0.777778,0.030303,0.00455512
0.787879,0.030303,0.00429042
0.79798,0.030303,0.00403042
0.808081,0.030303,0.00377562
0.818182,0.030303,0.00352647
0.828283,0.030303,0.0032833
0.838384,0.030303,0.00304636
0.848485,0.030303,0.00281582
0.858586,0.030303,0.00259173
0.868687,0.030303,0.0023741
0.878788,0.030303,0.00216283
0.888889,0.030303,0.00195776
0.89899,0.030303,0.00175865
0.909091,0.030303,0.00156517
0.919192,0.030303,0.00137696
0.929293,0.030303,0.0011936
0.939394,0.030303,0.00101459
0.949495,0.030303,0.000839401
0.959596,0.030303,0.000667475
0.969697,0.030303,0.000498206
0.979798,0.030303,0.000330968
0.989899,0.030303,0.000165118
1,0.030303,0
0,0.040404,0
0.010101,0.040404,0.000221802
0.020202,0.040404,0.000444441
0.030303,0.040404,0.000668817
0.040404,0.040404,0.00089581
0.0505051,0.040404,0.00112627
0.0606061,0.040404,0.00136101
0.0707071,0.040404,0.0016008
0.0808081,0.040404,0.00184635
0.0909091,0.040404,0.00209832
0.10101,0.040404,0.00235728
0.111111,0.040404,0.00262374
0.121212,0.040404,0.00289813
0.131313,0.040404,0.00318076
0.141414,0.040404,0.00347187
0.151515,0.040404,0.00377158
0.161616,0.040404,0.00407992
0.171717,0.040404,0.00439679
0.181818,0.040404,0.00472198
0.191919,0.040404,0.00505516
0.20202,0.040404,0.00539588
0.212121,0.040404,0.00574359
0.222222,0.040404,0.00609758
0.232323,0.040404,0.00645706
0.242424,0.040404,0.00682111
0.252525,0.040404,0.00718869
0.262626,0.040404,0.00755867
0.272727,0.040404,0.00792982
0.282828,0.040404,0.0083008
0.292929,0.040404,0.00867022
0.30303,0.040404,0.00903659
0.313131,0.040404,0.00939837
0.323232,0.040404,0.00975397
0.333333,0.040404,0.0101018
0.343434,0.040404,0.0104401
0.353535,0.040404,0.0107674
0.363636,0.040404,0.0110818
0.373737,0.040404,0.0113819
0.383838,0.040404,0.011666
0.393939,0.040404,0.0119326
0.40404,0.040404,0.0121802
0.414141,0.040404,0.0124075
0.424242,0.040404,0.012613
0.434343,0.040404,0.0127956
0.444444,0.040404,0.0129544
0.454545,0.040404,0.0130882
0.464646,0.040404,0.0131963
0.474747,0.040404,0.0132781
0.484848,0.040404,0.0133331
0.494949,0.040404,0.0133609
0.505051,0.040404,0.0133613
0.515152,0.040404,0.0133344
0.525253,0.040404,0.0132804
0.535354,0.040404,0.0131994
0.545455,0.040404,0.0130921
0.555556,0.040404,0.0129591
0.565657,0.040404,0.0128011
0.575758,0.040404,0.0126191
0.585859,0.040404,0.0124142
0.59596,0.040404,0.0121876
0.606061,0.040404,0.0119404
0.616162,0.040404,0.0116742
0.626263,0.040404,0.0113904
0.636364,0.040404,0.0110905
0.646465,0.040404,0.0107762
0.656566,0.040404,0.010449
0.666667,0.040404,0.0101106
0.676768,0.040404,0.00976275
0.686869,0.040404,0.00940697
0.69697,0.040404,0.00904494
0.707071,0.040404,0.00867825
0.717172,0.040404,0.00830846
0.727273,0.040404,0.00793704
0.737374,0.040404,0.00756542
0.747475,0.040404,0.00719492
0.757576,0.040404,0.00682679
0.767677,0.040404,0.00646218
0.777778,0.040404,0.00610211
0.787879,0.040404,0.00574752
0.79798,0.040404,0.00539921
0.808081,0.040404,0.00505789
0.818182,0.040404,0.00472413
0.828283,0.040404,0.00439838
0.838384,0.040404,0.00408098
0.848485,0.040404,0.00377214
0.858586,0.040404,0.00347196
0.868687,0.040404,0.00318042
0.878788,0.040404,0.00289741
0.888889,0.040404,0.0026227
0.89899,0.040404,0.00235596
0.909091,0.040404,0.00209679
0.919192,0.040404,0.00184467
0.929293,0.040404,0.00159903
0.939394,0.040404,0.00135923
0.949495,0.040404,0.00112455
0.959596,0.040404,0.000894235
0.969697,0.040404,0.000667475
0.979798,0.040404,0.00044343
0.989899,0.040404,0.000221233
1,0.040404,0
0,0.0505051,0
0.010101,0.0505051,0.000278845
0.020202,0.0505051,0.000558758
0.030303,0.0505051,0.000840865
0.040404,0.0505051,0.00112627
0.0505051,0.0505051,0.00141604
0.0606061,0.0505051,0.0017112
0.0707071,0.0505051,0.0020127
0.0808081,0.0505051,0.00232146
0.0909091,0.0505051,0.00263829
0.10101,0.0505051,0.00296392
0.111111,0.0505051,0.00329898
0.121212,0.0505051,0.003644
0.131313,0.0505051,0.0039994
0.141414,0.0505051,0.00436546
0.151515,0.0505051,0.00474234
0.161616,0.0505051,0.00513007
0.171717,0.0505051,0.00552852
0.181818,0.0505051,0.00593744
0.191919,0.0505051,0.00635642
0.20202,0.0505051,0.00678488
0.212121,0.0505051,0.00722212
0.222222,0.0505051,0.00766727
0.232323,0.0505051,0.00811932
0.242424,0.0505051,0.00857712
0.252525,0.0505051,0.00903936
0.262626,0.0505051,0.00950462
0.272727,0.0505051,0.00997135
0.282828,0.0505051,0.0104379
0.292929,0.0505051,0.0109024
0.30303,0.0505051,0.0113632
0.313131,0.0505051,0.0118181
0.323232,0.0505051,0.0122653
0.333333,0.0505051,0.0127027
0.343434,0.0505051,0.0131282
0.353535,0.0505051,0.0135397
0.363636,0.0505051,0.0139351
0.373737,0.0505051,0.0143125
0.383838,0.0505051,0.0146698
0.393939,0.0505051,0.0150051
0.40404,0.0505051,0.0153164
0.414141,0.0505051,0.0156022
0.424242,0.0505051,0.0158606
0.434343,0.0505051,0.0160903
0.444444,0.0505051,0.0162899
0.454545,0.0505051,0.0164582
0.464646,0.0505051,0.0165942
0.474747,0.0505051,0.0166971
0.484848,0.0505051,0.0167662
0.494949,0.0505051,0.0168012
0.505051,0.0505051,0.0168017
0.515152,0.0505051,0.0167679
0.525253,0.0505051,0.0166999
0.535354,0.0505051,0.0165981
0.545455,0.0505051,0.0164632
0.555556,0.0505051,0.0162959
0.565657,0.0505051,0.0160973
0.575758,0.0505051,0.0158684
0.585859,0.0505051,0.0156107
0.59596,0.0505051,0.0153257
0.606061,0.0505051,0.0150149
0.616162,0.0505051,0.0146801
0.626263,0.0505051,0.0143233
0.636364,0.0505051,0.0139462
0.646465,0.0505051,0.0135509
0.656566,0.0505051,0.0131394
0.666667,0.0505051,0.0127139
0.676768,0.0505051,0.0122765
0.686869,0.0505051,0.0118291
0.69697,0.0505051,0.0113738
0.707071,0.0505051,0.0109127
0.717172,0.0505051,0.0104477
0.727273,0.0505051,0.00998063
0.737374,0.0505051,0.00951332
0.747475,0.0505051,0.00904743
0.757576,0.0505051,0.00858451
0.767677,0.0505051,0.00812601
0.777778,0.0505051,0.00767323
0.787879,0.0505051,0.00722734
0.79798,0.0505051,0.00678936
0.808081,0.0505051,0.00636016
0.818182,0.0505051,0.00594047
0.828283,0.0505051,0.00553085
0.838384,0.0505051,0.00513173
0.848485,0.0505051,0.00474338
0.858586,0.0505051,0.00436591
0.868687,0.0505051,0.00399932
0.878788,0.0505051,0.00364345
0.888889,0.0505051,0.00329802
0.89899,0.0505051,0.00296261
0.909091,0.0505051,0.00263671
0.919192,0.0505051,0.00231969
0.929293,0.0505051,0.00201081
0.939394,0.0505051,0.00170927
0.949495,0.0505051,0.00141417
0.959596,0.0505051,0.00112455
0.969697,0.0505051,0.000839401
0.979798,0.0505051,0.000557659
0.989899,0.0505051,0.00027823
1,0.0505051,0
0,0.0606061,0
0.010101,0.0606061,0.000336946
0.020202,0.0606061,0.000675195
0.030303,0.0606061,0.00101611
0.040404,0.0606061,0.00136101
0.0505051,0.0606061,0.0017112
0.0606061,0.0606061,0.0020679
0.0707071,0.0606061,0.00243228
0.0808081,0.0606061,0.00280543
0.0909091,0.0606061,0.00318834
0.10101,0.0606061,0.00358188
0.111111,0.0606061,0.00398683
0.121212,0.0606061,0.00440382
0.131313,0.0606061,0.00483335
0.141414,0.0606061,0.00527578
0.151515,0.0606061,0.00573128
0.161616,0.0606061,0.0061999
0.171717,0.0606061,0.00668149
0.181818,0.0606061,0.00717573
0.191919,0.0606061,0.00768212
0.20202,0.0606061,0.00819998
0.212121,0.0606061,0.00872846
0.222222,0.0606061,0.0092665
0.232323,0.0606061,0.00981288
0.242424,0.0606061,0.0103662
0.252525,0.0606061,0.0109249
0.262626,0.0606061,0.0114873
0.272727,0.0606061,0.0120514
0.282828,0.0606061,0.0126153
0.292929,0.0606061,0.0131768
0.30303,0.0606061,0.0137337
0.313131,0.0606061,0.0142836
0.323232,0.0606061,0.0148241
0.333333,0.0606061,0.0153527
0.343434,0.0606061,0.015867
0.353535,0.0606061,0.0163644
0.363636,0.0606061,0.0168424
0.373737,0.0606061,0.0172986
0.383838,0.0606061,0.0177305
0.393939,0.0606061,0.0181357
0.40404,0.0606061,0.018512
0.414141,0.0606061,0.0188574
0.424242,0.0606061,0.0191698
0.434343,0.0606061,0.0194475
0.444444,0.0606061,0.0196887
0.454545,0.0606061,0.0198921
0.464646,0.0606061,0.0200565
0.474747,0.0606061,0.0201809
0.484848,0.0606061,0.0202644
0.494949,0.0606061,0.0203067
0.505051,0.0606061,0.0203074
0.515152,0.0606061,0.0202665
0.525253,0.0606061,0.0201843
0.535354,0.0606061,0.0200613
0.545455,0.0606061,0.0198982
0.555556,0.0606061,0.019696
0.565657,0.0606061,0.0194559
0.575758,0.0606061,0.0191793
0.585859,0.0606061,0.0188678
0.59596,0.0606061,0.0185233
0.606061,0.0606061,0.0181476
0.616162,0.0606061,0.017743
0.626263,0.0606061,0.0173117
0.636364,0.0606061,0.0168559
0.646465,0.0606061,0.0163781
0.656566,0.0606061,0.0158808
0.666667,0.0606061,0.0153665
0.676768,0.0606061,0.0148377
0.686869,0.0606061,0.014297
0.69697,0.0606061,0.0137467
0.707071,0.0606061,0.0131894
0.717172,0.0606061,0.0126274
0.727273,0.0606061,0.0120629
0.737374,0.0606061,0.0114981
0.747475,0.0606061,0.010935
0.757576,0.0606061,0.0103755
0.767677,0.0606061,0.0098213
0.777778,0.0606061,0.00927405
0.787879,0.0606061,0.00873514
0.79798,0.0606061,0.00820578
0.808081,0.0606061,0.00768704
0.818182,0.0606061,0.00717979
0.828283,0.0606061,0.00668472
0.838384,0.0606061,0.00620233
0.848485,0.0606061,0.00573296
0.858586,0.0606061,0.00527675
0.868687,0.0606061,0.00483369
0.878788,0.0606061,0.00440358
0.888889,0.0606061,0.00398609
0.89899,0.0606061,0.00358072
0.909091,0.0606061,0.00318684
0.919192,0.0606061,0.00280368
0.929293,0.0606061,0.00243037
0.939394,0.0606061,0.00206593
0.949495,0.0606061,0.00170927
0.959596,0.0606061,0.00135923
0.969697,0.0606061,0.00101459
0.979798,0.0606061,0.000674054
0.989899,0.0606061,0.000336309
1,0.0606061,0
0,0.0707071,0
0.010101,0.0707071,0.000396295
0.020202,0.0707071,0.000794134
0.030303,0.0707071,0.00119511
0.040404,0.0707071,0.0016008
0.0505051,0.0707071,0.0020127
0.0606061,0.0707071,0.00243228
0.0707071,0.0707071,0.0028609
0.0808081,0.0707071,0.00329983
0.0909091,0.0707071,0.00375025
0.10101,0.0707071,0.00421318
0.111111,0.0707071,0.00468954
0.121212,0.0707071,0.00518007
0.131313,0.0707071,0.00568535
0.141414,0.0707071,0.0062058
0.151515,0.0707071,0.00674165
0.161616,0.0707071,0.00729292
0.171717,0.0707071,0.00785946
0.181818,0.0707071,0.00844088
0.191919,0.0707071,0.0090366
0.20202,0.0707071,0.00964583
0.212121,0.0707071,0.0102675
0.222222,0.0707071,0.0109005
0.232323,0.0707071,0.0115433
0.242424,0.0707071,0.0121942
0.252525,0.0707071,0.0128515
0.262626,0.0707071,0.0135131
0.272727,0.0707071,0.0141768
0.282828,0.0707071,0.0148402
0.292929,0.0707071,0.0155008
0.30303,0.0707071,0.0161559
0.313131,0.0707071,0.0168028
0.323232,0.0707071,0.0174387
0.333333,0.0707071,0.0180607
0.343434,0.0707071,0.0186657
0.353535,0.0707071,0.0192509
0.363636,0.0707071,0.0198133
0.373737,0.0707071,0.0203499
0.383838,0.0707071,0.020858
0.393939,0.0707071,0.0213348
0.40404,0.0707071,0.0217776
0.414141,0.0707071,0.0221839
0.424242,0.0707071,0.0225514
0.434343,0.0707071,0.0228781
0.444444,0.0707071,0.0231619
0.454545,0.0707071,0.0234012
0.464646,0.0707071,0.0235946
0.474747,0.0707071,0.0237409
0.484848,0.0707071,0.0238392
0.494949,0.0707071,0.0238889
0.505051,0.0707071,0.0238897
0.515152,0.0707071,0.0238417
0.525253,0.0707071,0.023745
0.535354,0.0707071,0.0236003
0.545455,0.0707071,0.0234084
0.555556,0.0707071,0.0231705
0.565657,0.0707071,0.022888
0.575758,0.0707071,0.0225626
0.585859,0.0707071,0.0221962
0.59596,0.0707071,0.0217909
0.606061,0.0707071,0.021349
0.616162,0.0707071,0.0208729
0.626263,0.0707071,0.0203655
0.636364,0.0707071,0.0198293
0.646465,0.0707071,0.0192672
0.656566,0.0707071,0.0186822
0.666667,0.0707071,0.0180771
0.676768,0.0707071,0.017455
0.686869,0.0707071,0.0168189
0.69697,0.0707071,0.0161716
0.707071,0.0707071,0.0155159
0.717172,0.0707071,0.0148547
0.727273,0.0707071,0.0141906
0.737374,0.0707071,0.0135262
0.747475,0.0707071,0.0128637
0.757576,0.0707071,0.0122055
0.767677,0.0707071,0.0115536
0.777778,0.0707071,0.0109098
0.787879,0.0707071,0.0102758
0.79798,0.0707071,0.0096531
0.808081,0.0707071,0.00904286
0.818182,0.0707071,0.00844614
0.828283,0.0707071,0.00786374
0.838384,0.0707071,0.00729628
0.848485,0.0707071,0.00674412
0.858586,0.0707071,0.00620746
0.868687,0.0707071,0.00568625
0.878788,0.0707071,0.00518029
0.888889,0.0707071,0.00468917
0.89899,0.0707071,0.00421231
0.909091,0.0707071,0.00374896
0.919192,0.0707071,0.00329824
0.929293,0.0707071,0.00285909
0.939394,0.0707071,0.00243037
0.949495,0.0707071,0.00201081
0.959596,0.0707071,0.00159903
0.969697,0.0707071,0.0011936
0.979798,0.0707071,0.000792992
0.989899,0.0707071,0.000395657
1,0.0707071,0
0,0.0808081,0
0.010101,0.0808081,0.000457069
0.020202,0.0808081,0.000915929
0.030303,0.0808081,0.00137842
0.040404,0.0808081,0.00184635
0.0505051,0.0808081,0.00232146
0.0606061,0.0808081,0.00280543
0.0707071,0.0808081,0.00329983
0.0808081,0.0808081,0.00380614
0.0909091,0.0808081,0.0043257
0.10101,0.0808081,0.00485971
0.111111,0.0808081,0.0054092
0.121212,0.0808081,0.00597505
0.131313,0.0808081,0.00655792
0.141414,0.0808081,0.0071583
0.151515,0.0808081,0.00777644
0.161616,0.0808081,0.00841239
0.171717,0.0808081,0.00906594
0.181818,0.0808081,0.00973667
0.191919,0.0808081,0.0104239
0.20202,0.0808081,0.0111267
0.212121,0.0808081,0.0118439
0.222222,0.0808081,0.0125742
0.232323,0.0808081,0.0133157
0.242424,0.0808081,0.0140667
0.252525,0.0808081,0.0148249
0.262626,0.0808081,0.0155882
0.272727,0.0808081,0.0163538
0.282828,0.0808081,0.0171192
0.292929,0.0808081,0.0178813
0.30303,0.0808081,0.0186371
0.313131,0.0808081,0.0193835
0.323232,0.0808081,0.0201171
0.333333,0.0808081,0.0208346
0.343434,0.0808081,0.0215327
0.353535,0.0808081,0.0222078
0.363636,0.0808081,0.0228566
0.373737,0.0808081,0.0234757
0.383838,0.0808081,0.0240619
0.393939,0.0808081,0.0246119
0.40404,0.0808081,0.0251228
0.414141,0.0808081,0.0255916
0.424242,0.0808081,0.0260156
0.434343,0.0808081,0.0263925
0.444444,0.0808081,0.0267199
0.454545,0.0808081,0.026996
0.464646,0.0808081,0.0272191
0.474747,0.0808081,0.0273879
0.484848,0.0808081,0.0275013
0.494949,0.0808081,0.0275587
0.505051,0.0808081,0.0275596
0.515152,0.0808081,0.0275042
0.525253,0.0808081,0.0273926
0.535354,0.0808081,0.0272257
0.545455,0.0808081,0.0270043
0.555556,0.0808081,0.0267299
0.565657,0.0808081,0.026404
0.575758,0.0808081,0.0260286
0.585859,0.0808081,0.0256059
0.59596,0.0808081,0.0251382
0.606061,0.0808081,0.0246284
0.616162,0.0808081,0.0240793
0.626263,0.0808081,0.0234938
0.636364,0.0808081,0.0228752
0.646465,0.0808081,0.0222268
0.656566,0.0808081,0.0215519
0.666667,0.0808081,0.0208538
0.676768,0.0808081,0.0201362
0.686869,0.0808081,0.0194023
0.69697,0.0808081,0.0186555
0.707071,0.0808081,0.0178991
0.717172,0.0808081,0.0171363
0.727273,0.0808081,0.0163702
0.737374,0.0808081,0.0156037
0.747475,0.0808081,0.0148395
0.757576,0.0808081,0.0140801
0.767677,0.0808081,0.0133281
0.777778,0.0808081,0.0125854
0.787879,0.0808081,0.011854
0.79798,0.0808081,0.0111356
0.808081,0.0808081,0.0104317
0.818182,0.0808081,0.0097433
0.828283,0.0808081,0.00907145
0.838384,0.0808081,0.00841683
0.848485,0.0808081,0.00777987
0.858586,0.0808081,0.00716079
0.868687,0.0808081,0.00655954
0.878788,0.0808081,0.00597588
0.888889,0.0808081,0.00540934
0.89899,0.0808081,0.00485925
0.909091,0.0808081,0.00432475
0.919192,0.0808081,0.00380481
0.929293,0.0808081,0.00329824
0.939394,0.0808081,0.00280368
0.949495,0.0808081,0.00231969
0.959596,0.0808081,0.00184467
0.969697,0.0808081,0.00137696
